index,premise,hypothesis,label
10089,"이 외에도 이 영화는 개표 프로그램의 해킹 가능성, 개표 방송에 대한 의혹 등을 제기하고 있다.",개표에 관련된 의혹을 제기한 영화가 있다.,entailment
10090,독특하고 신선하다는 말이 먼저 떠오른다.,진부하고 식상하단 말이 먼저 떠오른다.,contradiction
10091,9점후반대가 실제 이영화의 점수라고 생각한다,이 영화의 실제 점수는 9점 후반대라고 생각한다.,entailment
10092,스토리가 좀 더 고프지만 연출 부분에선 만족.,연출 부분은 좀 아쉽다.,contradiction
10093,"셀럽파이브 멤버 안영미 씨는 현재 라디오 방송으로 알게 된 일반인 남자친구와 4년째 교제 중이며, 화끈한 입담으로 많은 이들의 사랑을 받고 있다.",안영미씨는 셀럽파이브 멤버이다.,entailment
10094,에슈노즈의 소설에는 윗세대 누보로망 작가들의 실험을 넘어선 글쓰기의 정체성에 대한 고민이 녹아 있다.,에슈노즈의 소설은 많은 작가들의 지침서가 되었다.,neutral
10095,대한민국의 재벌을 대표하는 인물인 삼성전자의 이건희 회장이 2020년 10월 25일부로 별세했다는 소식이 전해졌다.,이건희 회장의 별세 소식이 전해졌다.,entailment
10096,증기의 열에너지를 기계 동력으로 바꾸는 증기 기관에 대한 구상과 시도의 역사는 매우 오래되었다.,증기 기관을 발명한 사람은 제임스 와트이다.,neutral
10097,호스트는 친절하고 답장이 매우 빠릅니다.,답장이 빠르고 친절한 호스트입니다.,entailment
10098,환경부는 전국 지방자치단체를 대상으로 그린뉴딜 사업 설명회를 개최한다.,전국 지자체를 대상으로 환경부가 그린뉴딜 사업 설명회를 개최한다.,entailment
10099,차별화된 고품질 참다래 생산과 유통체계 구축에 힘쓰고 있다.,유통체계 구축에 노력하고 있다.,entailment
10100,윌리엄 레그런드는 황금으로 이루어진 풍뎅이에 물리고 보물을 찾고자 한다.,윌리엄 레그런드는 보물을 찾으려한다.,entailment
10101,정신과 의사인 프란츠 파농은 흑인에 대한 탄압과 차별에 맞서기 위해 검은 피부 하얀 가면을 저술했다.,프란츠 파농의 검은 피부 하얀 가면은 언론에 보도된다.,neutral
10102,변호사인 주인공이 한 가게에서 아내의 선물을 사고 나선다.,변호사는 미혼이다.,contradiction
10103,유동자금이 비생산적인 곳이 아닌 우리의 주식시장을 튼튼히 하는 데 모이는 것은 좋은 일입니다.,유동자금이 우리의 주식시장을 튼튼하게 하는 데 모이는 것은 나쁜 일이 아닙니다.,entailment
10104,철저히 미국적인 영화지만 어떤가 춤꾼의 정열과 꿈이 보이는 걸,춤군의 정열과 꿈이 보이는 영화다.,entailment
10105,위와 같이 유럽은 아프리카를 식민 지배했던 역사가 있기 때문에 언어 관련에서 우위를 점할 수 있기 때문이다.,아프리카는 식민 지배로 인해 고유의 언어 대부분을 상실했다.,neutral
10106,이때 개구리는 자신을 공주의 친구로 삼는다면 공주가 연못에 빠뜨린 금으로 된 공을 돌려주겠다고 약속했다.,공주는 연못에 금으로 된 공을 빠뜨렸었다.,entailment
10107,재정투입은 1회성 사업이 아닌 우리나라의 잠재성장동력을 키우는 데 마중물 역할을 해야한다.,재정투입은 1회성 사업으로 끝나야 우리나라 잠재성장동력이 큰다.,contradiction
10108,"할인금액은 군과 관광택시연합회에서 각각 부담하고, 코레일관광개발은 홈페이지를 통해 코스 추천과 상품 연계를 제공하기로 협의했다.",코레일관광개발은 코스 추천 대신 할인 금액을 부담하기로 했다.,contradiction
10109,한혜진 씨는 세 여성이 사는 셰어하우스에 이경규 씨와 함께 입성해 한 끼 식사에 성공했다.,한혜진은 이경규와 함께 방문한 집에서 식사를 할 수 없었다.,contradiction
10110,사랑을 아름답게 만들줄 아는 감독 로베르토 베니니,로베르토 베니니는 사랑에 대한 영화를 많이 만든 감독이다.,neutral
10111,"이 날 체험활동에 참가한 아동들은 야구관람도 하고, 햄버거, 피자, 치킨 등 맛있는 간식도 먹으면서 즐거운 시간을 가졌다.",체험활동에는 아동들이 참가했다.,entailment
10112,시설은 정말 훌륭하고 혼자 지내기 딱입니다.,혼자 지내기에만 적당합니다.,neutral
10113,연말연시를 맞아 담양군에 지역인재육성을 위한 각계각층의 뜨거운 관심이 이어지고 있다.,각계각층의 관심은 벌써 2년째 지속되고 있다.,neutral
10114,"그러나 미래한국당, 더불어시민당의 등장으로 대한민국 제20대 국회의원 선거와 같은 6석만을 얻어 교섭단체 지위를 얻지 못했다.",교섭단체 지위를 얻기 위해서는 10석 이상이 필요하다.,neutral
10115,경은사는 태백산맥 치악산의 지맥인 구학산 기슭에 자리한 사찰로 대한불교조계종 제25교구 봉선사의 말사이다.,봉선사는 대한불교조계종 제25교구이다.,entailment
10116,요술광장은 어린이를 동반한 가족관광객이 즐길만한 체험이 가득차 잇다.,요술광장에는 어린이를 동반한 가족관광객이 즐길 수 있는 체험이 없다.,contradiction
10117,인턴 합격자는 오는 4월 말부터 10주간의 인턴활동을 거친 후 소정의 평가를 통해 오는 7월부터 공채 34기 신입사원으로 전환된다.,신입사원으로 전환된 후 수습기간이 있다.,neutral
10118,현장에 있던 제작진들과 관객들은 환호했다.,현장에는 관객들만 있었다.,contradiction
10119,지원대상은 1445만명으로 늘어난다.,지원대상은 1445만명으로 줄어든다.,contradiction
10120,헨젤과 그레텔은 그녀의 계획을 듣고 집으로 가는 길을 표시하기 위해 하얀 조약돌을 모은다.,헨젤과 그레텔은 집에 돌아간다.,neutral
10121,군함도는 2015년 7월 유네스코 등재되기 전인 그해 초반부터 매년 갔습니다.,유네스코 등재되기 전부터 군함도는 매년 갔습니다.,entailment
10122,재미없는 유머와 지루한 액션마져 아껴서 보여준다.,긴장감 넘치는 액션을 보여준다.,contradiction
10123,하지만 최근 마블 영화는 캐릭터가 늘면서 더 많은 주인공과 관련 이야기를 알아야만 영화에 몰입할 수 있는 시스템으로 바뀌었다.,최근 마블 영화는 여러 캐릭터가 등장한다.,entailment
10124,오히려 개관한 정보센터에는 강제 징용을 부정하는 증언과 자료가 전시됐다.,강제 징용을 부정하는 증언과 자료가 정보센터에 전시됐다.,entailment
10125,드론에 사용하면 야간 구조 활동에 도움을 줄 수 있다.,드론은 주간 구조 활동에 도움이 된다.,neutral
10126,결국 요압은 천막 밖으로 끌려져 나와 브나야에 의해 죽임을 당했다.,요압은 브나야를 죽였다.,contradiction
10127,한편 사업주는 사업체 소재지 관할 고용센터를 방문하거나 고용보험 누리집를 통해 온라인으로 신청하면 된다.,사업주가 고용센터를 방문해 신청하는 것은 불가능하다.,contradiction
10128,"오늘 새벽, 전 한양대학교 교수이자 언론학자인 리영희 씨가 81세를 일기로 중랑구 면목동의 병원에서 지병인 간경화로 숨을 거뒀다.",리영희씨의 장례식은 면목동의 병원에서 치뤄졌다.,neutral
10129,감독님 연출작들은 죄다 재미가 없습니다,감독님 연출작들은 모두 손익분기점을 못 넘겼다.,neutral
10130,복재인간 이라는 것을 다시 생각 하게 하는 영화,복제인간의 부정적인 모습을 주로 보여주는 영화.,neutral
10131,"또한, 이러한 지역을 중심으로 향후 공립유치원을 우선적으로 확충해나갈 계획이다.",공립유치원 확충계획은 더 이상 없다.,contradiction
10132,내년 1월부터 시범서비스를 제공할 예정이다.,시범서비스는 내년 1월부터 3월까지 제공될 예정이다.,neutral
10133,배우들의 연기와 음악 영상이 너무 좋아요,배경음악이 너무나 감미로웠어요.,neutral
10134,15분짜리 다큐를 2시간 짜리 영화로 만들어 놓은 느낌.,2시간동안 지루해서 졸았다.,neutral
10135,주유소 습격사건 2와 박빙을 견줄영화다,주유소 습격사건 2는 천만영화이다.,neutral
10136,감우성과 손예진이라는 배우가 다시 만났으면 합니다.,감우성과 손예진은 절대 만나지 않았으면 합니다.,contradiction
10137,대리기사를 폭행했다는 혐의를 받고 있는 세월호 단원고 유가족들이 오늘 서울영등포경찰서에 출석했습니다.,세월호 단원고 유가족들은 경찰 출석을 거부했습니다.,contradiction
10138,의료지원 확대에서는 기존에 동일 상병인 경우 2년 이내에 재지원할 수 없었으나 제한기간을 완화해 3개월이 경과하면 재지원이 가능하도록 개선한다.,같은 상병인 경우 3개월이 경과하면 재지원이 가능하게 한 것은 의료지원 축소이다.,contradiction
10139,청결함과 가족같은분위기 그는 너무 친절하다,분위기는 가족같다.,entailment
10140,또 화재 진압을 위해 옥외 소화전 사용법을 익힐 예정이다.,옥외 소화전은 화재 진압을 위해 사용된다.,entailment
10141,이것저것 뒤죽박죽 뭘 말하는지 알 수 없는 영화.,전달하고 싶은 내용을 체계적으로 잘 정리한 영화.,contradiction
10142,본인이 할 수 있는 부분과 못 하는 부분을 명확히 구분해 전문가와 함께 반셀프 인테리어를 진행하면 홈인테리어에 성공할 수 있다.,전문가 없이도 충분히 홈인테리어에서 성공할 수 있다.,contradiction
10143,총 3개의 방이 있고 복도만 공유합니다.,복도만 같이 사용합니다.,entailment
10144,"사고 발생 즉시 2호선 전 열차의 운행이 중지됐으며, 승객에게 다른 교통수단 이용을 권고하는 안내 방송이 이뤄졌다.",사고 후 승객들은 대부분 버스를 이용했다.,neutral
10145,아들러는 생활 양식의 근본을 결정하는 것으로 열등감을 꼽았다.,아들러에 따르면 생활 양식의 근본은 열등감으로 결정되었다.,entailment
10146,"국민들이 손쉽게 찾는 빙과제품을 활용, 냉방전력 절약 등 생활 속 저탄소생활 실천을 홍보할 계획이다.",빙과제품은 국민들이 손쉽게 찾는다.,entailment
10147,저희가 묵은 이 숙소의 최대 장점은 위치였어요.,숙소의 위치가 좋았어요.,entailment
10148,욕실이 작아서 씻는 게 조금 불편합니다.,욕실에서 샤워하는 게 불편합니다.,entailment
10149,"둘째, 고용과 사회안전망을 확충하는데 9조 4천억원을 편성하였습니다.",고용과 사회안전망을 확충화는데 9조원 이상을 편성하였습니다.,entailment
10150,6일간 부모님과 함께한 좋은여행의 시간이었습니다,친구와도 좋은 시간이었습니다.,neutral
10151,무함마드의 부와 명예로 인해 사람들은 그와 좋은 관계를 가지고 있었다.,무함마드는 부유하지만 사람들과의 관계는 좋지 않았다.,contradiction
10152,이와 같은 이유로 사고가 발생했을 경우 큰 위험에 처할 수도 있는 상황이다.,사고가 발생했을 경우 큰 위험에 처하지 않을 수도 있는 상황이다.,contradiction
10153,매드매드 대소동이랑 비슷한데 훨씬 못함,매드매드 대소동보다 훨씬 좋음.,contradiction
10154,앤디는 매우 친절하고 다정한 멋진 호스트입니다.,앤디의 집도 굉장히 멋집니다.,neutral
10155,이날 회의에서 홍 부총리는 일본 수출규제조치 1년을 맞아 일본에 진전된 입장을 보여줄 것을 촉구했다.,일본 수출규제조치가 내려진지 1년이 경과했다.,entailment
10156,주인아저씨가 키우시는 고양이가 정말귀여웠어요.,귀여운 고양이가 있었어요.,entailment
10157,막판 성조기 펄럭이는데 80년대 영화보는줄알았다,80년대 영화가 아니다.,entailment
10158,파리에서 아주 편안한 휴식처가 되었습니다.,파리에서 머무는 2박 3일동안 아주 편안한 휴식처가 되었습니다.,neutral
